Genre,TrackCount,PrimaryFamily,SecondaryFamilies,PrimaryWeight,PrimaryConfidence,ReviewReasons,PriorityScore
romantic classical,125,classical,,0.94,suffix,no_transition_styles | broad_or_marketing_tag,2.0164
alternative rock,2986,rock,,0.92,suffix,broad_or_marketing_tag,2.0156
contemporary classical,117,classical,,0.94,suffix,no_transition_styles | broad_or_marketing_tag,1.989
garage rock,292,rock,bass_music | hip_hop,1.0,manual,many_families,1.9735
garage,171,bass_music,electronic | hip_hop,0.92,manual,many_families,1.9673
alternative pop,1436,pop,,0.88,suffix,broad_or_marketing_tag,1.9576
uk garage,263,bass_music,electronic | hip_hop,1.0,manual,many_families,1.9373
cinematic classical,78,classical,,0.94,suffix,no_transition_styles | broad_or_marketing_tag,1.8217
modern blues,57,jazz_blues,,0.92,suffix,no_transition_styles | broad_or_marketing_tag,1.7282
traditional gospel,52,gospel_spiritual,,0.92,suffix,no_transition_styles | broad_or_marketing_tag,1.6898
modern rock,799,rock,,0.92,suffix,broad_or_marketing_tag,1.6838
classic swedish pop,496,pop,,0.88,suffix,broad_or_marketing_tag,1.6717
swedish idol pop,458,pop,,0.88,suffix,broad_or_marketing_tag,1.6503
western classical,48,classical,,0.94,suffix,no_transition_styles | broad_or_marketing_tag,1.6226
experimental rock,619,rock,,0.92,suffix,broad_or_marketing_tag,1.6196
deep house,747,house,,0.94,suffix,broad_or_marketing_tag,1.6094
traditional pop,353,pop,,0.88,suffix,broad_or_marketing_tag,1.5804
latin viral pop,349,pop,,0.88,suffix,broad_or_marketing_tag,1.5773
experimental hip hop,732,hip_hop,,0.95,suffix,broad_or_marketing_tag,1.5758
traditional doom metal,43,metal,,0.95,suffix,no_transition_styles | broad_or_marketing_tag,1.5613
r&b,7339,rnb_soul,,1.0,manual,no_transition_styles,1.5463
sertanejo universitario,1950,brazilian,,0.94,prefix,no_transition_styles,1.5135
viral pop,255,pop,,0.88,suffix,broad_or_marketing_tag,1.4931
classic metal,35,metal,,0.95,suffix,no_transition_styles | broad_or_marketing_tag,1.4785
alternative hip hop,464,hip_hop,,0.95,suffix,broad_or_marketing_tag,1.4671
traditional heavy metal,34,metal,,0.95,suffix,no_transition_styles | broad_or_marketing_tag,1.4669
polish viral pop,231,pop,,0.88,suffix,broad_or_marketing_tag,1.4666
electro corridos,1117,regional_mexican,electronic,0.92,manual,no_transition_styles,1.4633
corridos tumbados,1770,regional_mexican,,0.95,prefix,no_transition_styles,1.4617
classic thrash metal,33,metal,,0.95,suffix,no_transition_styles | broad_or_marketing_tag,1.4549
electronic,4187,electronic,,1.0,exact,no_transition_styles,1.4488
corridos belicos,1557,regional_mexican,,0.95,prefix,no_transition_styles,1.4367
brazilian funk,673,brazilian,,0.9,prefix,no_transition_styles,1.4143
german alternative rap,225,hip_hop,,0.9,suffix,broad_or_marketing_tag,1.4125
edm,3088,electronic,,1.0,exact,no_transition_styles,1.3959
modern alternative rock,226,rock,,0.92,suffix,broad_or_marketing_tag,1.3665
corrido,2542,regional_mexican,,1.0,exact,no_transition_styles,1.3621
country,2532,country_folk,,1.0,exact,no_transition_styles,1.3615
classic pop punk,94,rock,pop,0.82,suffix,broad_or_marketing_tag,1.3449
banda,2241,regional_mexican,,1.0,exact,no_transition_styles,1.3403
música mexicana,2163,regional_mexican,,1.0,exact,no_transition_styles,1.3341
classical pop,139,pop,classical,0.88,suffix,broad_or_marketing_tag,1.3306
vocal jazz,578,jazz_blues,,0.92,suffix,no_transition_styles,1.3261
jazz,2059,jazz_blues,,1.0,exact,no_transition_styles,1.3255
classic italian pop,135,pop,,0.88,suffix,broad_or_marketing_tag,1.3228
heavy metal,854,metal,,0.95,suffix,no_transition_styles,1.3194
experimental pop,132,pop,,0.88,suffix,broad_or_marketing_tag,1.3168
sertanejo,1939,brazilian,,1.0,exact,no_transition_styles,1.3151
ukrainian viral pop,130,pop,middle_eastern,0.88,suffix,broad_or_marketing_tag,1.3127
classic pakistani pop,123,pop,,0.88,suffix,broad_or_marketing_tag,1.2979
classic punk,80,rock,,0.82,suffix,broad_or_marketing_tag,1.2978
metal,1702,metal,,1.0,exact,no_transition_styles,1.2925
classic icelandic pop,118,pop,,0.88,suffix,broad_or_marketing_tag,1.2868
folk,1569,country_folk,,1.0,exact,no_transition_styles,1.2784
deep german hip hop,203,hip_hop,,0.95,suffix,broad_or_marketing_tag,1.2703
blues,1455,jazz_blues,,1.0,exact,no_transition_styles,1.2653
progressive trance,634,trance,,0.95,suffix,no_transition_styles,1.2612
classic arab pop,100,pop,middle_eastern,0.88,suffix,broad_or_marketing_tag,1.2427
gospel,1232,gospel_spiritual,,1.0,exact,no_transition_styles,1.2364
kazakh viral pop,96,pop,,0.88,suffix,broad_or_marketing_tag,1.2318
adult alternative pop rock,131,rock,pop,0.92,suffix,broad_or_marketing_tag,1.2299
classic israeli pop,94,pop,,0.88,suffix,broad_or_marketing_tag,1.2262
czsk viral pop,93,pop,,0.88,suffix,broad_or_marketing_tag,1.2233
acid techno,509,techno,,0.95,suffix,no_transition_styles,1.2184
black metal,506,metal,,0.95,suffix,no_transition_styles,1.2173
nu metal,496,metal,,0.95,suffix,no_transition_styles,1.2134
opera,1053,classical,,1.0,exact,no_transition_styles,1.2091
hard techno,481,techno,,0.95,suffix,no_transition_styles,1.2074
alternative rap,99,hip_hop,,0.9,suffix,broad_or_marketing_tag,1.2
modern salsa,116,latin_tropical,,0.92,suffix,broad_or_marketing_tag,1.1995
ranchera,993,regional_mexican,,1.0,exact,no_transition_styles,1.199
vietnamese idol pop,83,pop,,0.88,suffix,broad_or_marketing_tag,1.1931
death metal,445,metal,,0.95,suffix,no_transition_styles,1.1922
trance,948,trance,,1.0,exact,no_transition_styles,1.1909
modern country rock,111,rock,country_folk,0.92,suffix,broad_or_marketing_tag,1.1885
techno,904,techno,,1.0,exact,no_transition_styles,1.1827
banda sinaloense,231,regional_mexican,,0.9,prefix,no_transition_styles,1.1827
electronica,883,electronic,,1.0,exact,no_transition_styles,1.1786
turkish alternative rock,93,rock,,0.92,suffix,broad_or_marketing_tag,1.1444
forro,694,brazilian,,1.0,exact,no_transition_styles,1.1368
chinese viral pop,67,pop,,0.88,suffix,broad_or_marketing_tag,1.1362
russian viral rap,77,hip_hop,,0.9,suffix,broad_or_marketing_tag,1.1353
polish viral rap,69,hip_hop,,0.9,suffix,broad_or_marketing_tag,1.1071
classic malaysian pop,60,pop,,0.88,suffix,broad_or_marketing_tag,1.1069
modern country pop,59,pop,country_folk,0.88,suffix,broad_or_marketing_tag,1.1025
classic colombian pop,58,pop,,0.88,suffix,broad_or_marketing_tag,1.0979
british rhythm & blues,186,jazz_blues,,0.92,suffix,no_transition_styles,1.0905
corrido tumbado,253,regional_mexican,,0.95,prefix,no_transition_styles,1.0822
uk alternative pop,54,pop,,0.88,suffix,broad_or_marketing_tag,1.079
swedish alternative rock,69,rock,,0.92,suffix,broad_or_marketing_tag,1.0702
soul blues,166,jazz_blues,rnb_soul,0.92,suffix,no_transition_styles,1.0669
classic russian rock,67,rock,,0.92,suffix,broad_or_marketing_tag,1.0629
electric blues,162,jazz_blues,,0.92,suffix,no_transition_styles,1.0619
new metal,226,metal,,0.95,suffix,no_transition_styles,1.0602
turkish deep house,76,house,,0.94,suffix,broad_or_marketing_tag,1.0564
power metal,219,metal,,0.95,suffix,no_transition_styles,1.0541
deep tropical house,75,house,latin_tropical,0.94,suffix,broad_or_marketing_tag,1.0533
glam metal,213,metal,,0.95,suffix,no_transition_styles,1.0487
egyptian viral pop,48,pop,,0.88,suffix,broad_or_marketing_tag,1.0479
deep turkish pop,46,pop,,0.88,suffix,broad_or_marketing_tag,1.0367
polish alternative rap,51,hip_hop,,0.9,suffix,broad_or_marketing_tag,1.0296
melodic techno,189,techno,,0.95,suffix,no_transition_styles,1.0254
classic danish pop,44,pop,,0.88,suffix,broad_or_marketing_tag,1.025
deep euro house,65,house,,0.94,suffix,broad_or_marketing_tag,1.0189
gothic metal,175,metal,,0.95,suffix,no_transition_styles,1.0105
jazz and blues,120,jazz_blues,,0.92,suffix,no_transition_styles,0.9997
groove metal,163,metal,,0.95,suffix,no_transition_styles,0.9967
indonesian jazz,117,jazz_blues,,0.92,suffix,no_transition_styles,0.9945
classic venezuelan pop,39,pop,,0.88,suffix,broad_or_marketing_tag,0.9933
doom metal,158,metal,,0.95,suffix,no_transition_styles,0.9906
latin jazz,112,jazz_blues,,0.92,suffix,no_transition_styles,0.9855
progressive metal,152,metal,,0.95,suffix,no_transition_styles,0.9831
thrash metal,151,metal,,0.95,suffix,no_transition_styles,0.9818
adult alternative pop,37,pop,,0.88,suffix,broad_or_marketing_tag,0.9795
viral trap,37,hip_hop,,0.88,suffix,broad_or_marketing_tag,0.9795
symphonic metal,148,metal,,0.95,suffix,no_transition_styles,0.9779
brazilian bass,88,brazilian,,0.9,prefix,no_transition_styles,0.9747
cool jazz,106,jazz_blues,,0.92,suffix,no_transition_styles,0.9741
hair metal,145,metal,,0.95,suffix,no_transition_styles,0.974
taiwan idol pop,36,pop,,0.88,suffix,broad_or_marketing_tag,0.9723
smooth jazz,102,jazz_blues,,0.92,suffix,no_transition_styles,0.9662
german viral rap,38,hip_hop,,0.9,suffix,broad_or_marketing_tag,0.9546
hawaiian glam metal,127,metal,,0.95,suffix,no_transition_styles,0.9482
japanese alternative rock,42,rock,,0.92,suffix,broad_or_marketing_tag,0.9474
dub techno,126,techno,,0.95,suffix,no_transition_styles,0.9467
finnish metal,118,metal,,0.95,suffix,no_transition_styles,0.934
nu jazz,86,jazz_blues,,0.92,suffix,no_transition_styles,0.931
christian alternative rock,39,rock,gospel_spiritual,0.92,suffix,broad_or_marketing_tag,0.9292
industrial metal,115,metal,,0.95,suffix,no_transition_styles,0.929
minimal techno,110,techno,,0.95,suffix,no_transition_styles,0.9204
british blues,81,jazz_blues,,0.92,suffix,no_transition_styles,0.9186
classic czech pop,29,pop,,0.88,suffix,broad_or_marketing_tag,0.9158
classic norwegian pop,29,pop,,0.88,suffix,broad_or_marketing_tag,0.9158
thai viral pop,29,pop,,0.88,suffix,broad_or_marketing_tag,0.9158
stoner metal,105,metal,,0.95,suffix,no_transition_styles,0.9114
acid jazz,78,jazz_blues,,0.92,suffix,no_transition_styles,0.9109
free jazz,78,jazz_blues,,0.92,suffix,no_transition_styles,0.9109
modern blues rock,36,rock,jazz_blues,0.92,suffix,broad_or_marketing_tag,0.9096
dutch trance,103,trance,,0.95,suffix,no_transition_styles,0.9077
classic belgian pop,28,pop,,0.88,suffix,broad_or_marketing_tag,0.9067
classic greek pop,28,pop,,0.88,suffix,broad_or_marketing_tag,0.9067
chinese idol pop,27,pop,,0.88,suffix,broad_or_marketing_tag,0.8972
modern folk rock,34,rock,country_folk,0.92,suffix,broad_or_marketing_tag,0.8956
funk metal,92,metal,,0.95,suffix,no_transition_styles,0.8858
brazilian gospel,69,gospel_spiritual,brazilian,0.92,suffix,no_transition_styles,0.8856
jazz blues,69,jazz_blues,,0.92,suffix,no_transition_styles,0.8856
soul jazz,69,jazz_blues,rnb_soul,0.92,suffix,no_transition_styles,0.8856
contemporary gospel,68,gospel_spiritual,,0.92,suffix,no_transition_styles,0.8826
country gospel,68,gospel_spiritual,country_folk,0.92,suffix,no_transition_styles,0.8826
danish alternative rock,32,rock,,0.92,suffix,broad_or_marketing_tag,0.8807
ethiopian jazz,67,jazz_blues,,0.92,suffix,no_transition_styles,0.8796
samba,146,brazilian,,1.0,exact,no_transition_styles,0.8669
classic russian pop,24,pop,,0.88,suffix,broad_or_marketing_tag,0.8667
modern indie pop,24,pop,,0.88,suffix,broad_or_marketing_tag,0.8667
melodic death metal,80,metal,,0.95,suffix,no_transition_styles,0.8588
classic latvian pop,23,pop,,0.88,suffix,broad_or_marketing_tag,0.8557
speed metal,78,metal,,0.95,suffix,no_transition_styles,0.8539
viral rap,25,hip_hop,,0.9,suffix,broad_or_marketing_tag,0.849
sertanejo tradicional,68,brazilian,,0.94,prefix,no_transition_styles,0.8459
australian alternative pop,22,pop,,0.88,suffix,broad_or_marketing_tag,0.8443
pinoy idol pop,22,pop,,0.88,suffix,broad_or_marketing_tag,0.8443
avant-garde metal,74,metal,,0.95,suffix,no_transition_styles,0.8438
polish alternative rock,27,rock,,0.92,suffix,broad_or_marketing_tag,0.8394
avant-garde jazz,55,jazz_blues,,0.92,suffix,no_transition_styles,0.8391
deep underground hip hop,32,hip_hop,,0.95,suffix,broad_or_marketing_tag,0.8352
classic canadian rock,26,rock,,0.92,suffix,broad_or_marketing_tag,0.8302
finnish alternative rock,26,rock,,0.92,suffix,broad_or_marketing_tag,0.8302
country blues,51,jazz_blues,country_folk,0.92,suffix,no_transition_styles,0.8237
uplifting trance,66,trance,,0.95,suffix,no_transition_styles,0.8217
deep groove house,28,house,,0.94,suffix,broad_or_marketing_tag,0.8189
industrial techno,62,techno,,0.95,suffix,no_transition_styles,0.8097
folk metal,61,metal,country_folk,0.95,suffix,no_transition_styles,0.8066
sludge metal,61,metal,,0.95,suffix,no_transition_styles,0.8066
modern reggae,21,caribbean,,0.9,suffix,broad_or_marketing_tag,0.8055
ambient techno,59,techno,electronic,0.95,suffix,no_transition_styles,0.8002
contemporary jazz,42,jazz_blues,,0.92,suffix,no_transition_styles,0.7841
heavy blues,42,jazz_blues,,0.92,suffix,no_transition_styles,0.7841
indonesian alternative rock,21,rock,,0.92,suffix,broad_or_marketing_tag,0.7786
tech trance,51,trance,,0.95,suffix,no_transition_styles,0.7722
texas blues,39,jazz_blues,,0.92,suffix,no_transition_styles,0.769
big room trance,50,trance,,0.95,suffix,no_transition_styles,0.7684
german techno,50,techno,,0.95,suffix,no_transition_styles,0.7684
corrido belico,49,regional_mexican,,0.95,prefix,no_transition_styles,0.7645
piano blues,36,jazz_blues,,0.92,suffix,no_transition_styles,0.7527
french jazz,35,jazz_blues,,0.92,suffix,no_transition_styles,0.747
banda el limon,30,regional_mexican,,0.9,prefix,no_transition_styles,0.7457
vocal trance,44,trance,,0.95,suffix,no_transition_styles,0.7439
ibiza trance,42,trance,,0.95,suffix,no_transition_styles,0.7351
chicago blues,33,jazz_blues,,0.92,suffix,no_transition_styles,0.7351
finnish heavy metal,41,metal,,0.95,suffix,no_transition_styles,0.7305
southern gospel,31,gospel_spiritual,,0.92,suffix,no_transition_styles,0.7225
death doom metal,39,metal,,0.95,suffix,no_transition_styles,0.7209
death-doom metal,39,metal,,0.95,suffix,no_transition_styles,0.7209
gothic symphonic metal,38,metal,,0.95,suffix,no_transition_styles,0.716
jizz jazz,30,jazz_blues,,0.92,suffix,no_transition_styles,0.7159
black gospel,29,gospel_spiritual,,0.92,suffix,no_transition_styles,0.709
modal jazz,28,jazz_blues,,0.92,suffix,no_transition_styles,0.702
swedish metal,35,metal,,0.95,suffix,no_transition_styles,0.7003
contemporary vocal jazz,27,jazz_blues,,0.92,suffix,no_transition_styles,0.6946
delta blues,27,jazz_blues,,0.92,suffix,no_transition_styles,0.6946
80s thrash metal,33,metal,,0.95,suffix,no_transition_styles,0.6892
american thrash metal,33,metal,,0.95,suffix,no_transition_styles,0.6892
cyber metal,33,metal,,0.95,suffix,no_transition_styles,0.6892
gothic doom metal,33,metal,,0.95,suffix,no_transition_styles,0.6892
southern metal,33,metal,,0.95,suffix,no_transition_styles,0.6892
80s metal,31,metal,,0.95,suffix,no_transition_styles,0.6773
90s metal,31,metal,,0.95,suffix,no_transition_styles,0.6773
douchebag metal,31,metal,,0.95,suffix,no_transition_styles,0.6773
progressive thrash metal,31,metal,,0.95,suffix,no_transition_styles,0.6773
teen metal,31,metal,,0.95,suffix,no_transition_styles,0.6773
trash metal,31,metal,,0.95,suffix,no_transition_styles,0.6773
finnish death metal,30,metal,,0.95,suffix,no_transition_styles,0.6711
finnish power metal,30,metal,,0.95,suffix,no_transition_styles,0.6711
german industrial metal,29,metal,,0.95,suffix,no_transition_styles,0.6647
swedish power metal,27,metal,,0.95,suffix,no_transition_styles,0.6512
viking metal,26,metal,,0.95,suffix,no_transition_styles,0.6441
epic black metal,25,metal,,0.95,suffix,no_transition_styles,0.6367
finnish progressive metal,25,metal,,0.95,suffix,no_transition_styles,0.6367
melodic black metal,23,metal,,0.95,suffix,no_transition_styles,0.6211
peak time techno,22,techno,,0.95,suffix,no_transition_styles,0.6128
extreme metal,21,metal,,0.95,suffix,no_transition_styles,0.6041
dance trance,20,trance,,0.95,suffix,no_transition_styles,0.595
euro trance,20,trance,,0.95,suffix,no_transition_styles,0.595
german metal,20,metal,,0.95,suffix,no_transition_styles,0.595
